name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
hornsea,2024-03-01T04:00:00,3.2,1.7,1.3,87.4,0,0,,0,0,13.9,5.9,170,995.2,10.3,14.3,0,0,0,,Clear,clear-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T05:00:00,2.4,-0.1,1.3,92.23,0,0,,0,0,17.7,8.6,140,994.3,0,11.3,0,0,0,,Clear,clear-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T06:00:00,1.6,-0.9,0.5,92.21,0,0,,0,0,14.4,8.3,130,994.1,0,9,0,0,0,,Clear,clear-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T07:00:00,0.9,-1.9,-0.1,93,0,0,,0,0,14.6,8.7,104,993.4,0,5,0,0,0,,Clear,clear-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T08:00:00,3.3,-0.1,2.3,93.2,0,0,,0,0,23.6,13.5,134,993.2,15.5,10.3,37,0.1,0,,Clear,clear-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T09:00:00,4.5,0.9,3.1,90.86,0,0,,0,0,27.3,16.5,122,992.2,7.7,14,135,0.5,1,,Clear,clear-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T10:00:00,6,2.3,3.1,81.83,0,0,,0,0,38.8,20,104,991.1,2.6,15.3,144,0.5,1,,Clear,clear-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T11:00:00,6.8,2.5,3.1,77.32,0,0,,0,0,50.2,28.6,112,989.5,64.7,16.6,39,0.1,0,,Partially cloudy,partly-cloudy-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T12:00:00,5.1,-0.1,3.1,86.83,1.201,100,rain,0,0,52.4,33.2,114,988.5,100,8,76,0.3,1,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T13:00:00,5.1,0.4,4,92.5,1.277,100,rain,0,0,47.9,27.8,120,987.3,100,5,53,0.2,1,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T14:00:00,5.8,2,4.9,93.6,0.858,100,rain,0,0,40.1,21.3,139,986.4,100,8,49,0.2,0,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T15:00:00,5.9,2.5,4.2,89,0.317,100,rain,0,0,30.5,17,152,986.4,100,18.2,28,0.1,0,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T16:00:00,4.1,-0.3,3,92.76,1.484,100,rain,0,0,36.7,21.5,202,987.3,94,28.1,76,0.3,1,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T17:00:00,4.7,1.3,3.1,88.9,0.487,100,rain,0,0,26.2,16.1,198,988.3,43.3,29.8,19,0.1,0,,"Rain, Partially cloudy",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T18:00:00,4.2,1.1,2.4,87.67,0.01,100,rain,0,0,25.6,13.4,174,989.3,27,23.2,4,0,0,,"Rain, Partially cloudy",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T19:00:00,4.1,1.2,2.3,88.19,0,0,,0,0,22.4,11.8,172,990.3,0,18.2,0,0,0,,Clear,clear-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T20:00:00,3.3,0.6,1.4,87.39,0,0,,0,0,21.7,9.9,156,991.1,0,16.6,0,0,0,,Clear,clear-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T21:00:00,2.3,-0.6,1,91.5,0,0,,0,0,24.1,9.9,139,991.2,41.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"EGXV,D8791,EGXS,EGNJ"
hornsea,2024-03-01T22:00:00,2.7,-0.5,1.3,90.55,0,0,,0,0,22,11.7,136,991.5,17.7,16.6,0,0,0,,Clear,clear-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-01T23:00:00,1.2,-0.9,-0.1,91.37,0,0,,0,0,16.1,6.5,88,992,64.7,7,0,0,0,,Partially cloudy,partly-cloudy-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T00:00:00,1.1,-0.5,-0.1,91.51,0,0,,0,0,12.3,5.5,188,991.3,12.9,5,0,0,0,,Clear,clear-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T01:00:00,2.5,0.4,1.4,92.43,0,0,,0,0,19.8,7.5,139,991.3,98.1,8,0,0,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T02:00:00,2.3,1,2,97.67,1.116,100,rain,0,0,7.9,5.2,66,991.3,100,7,0,0,0,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T03:00:00,2.5,0.7,2.3,98.34,0.039,100,rain,0,0,12.4,6.4,10,991,100,6,0,0,0,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T04:00:00,2.5,0.9,2.3,98.15,0.244,100,rain,0,0,16.2,6.1,5,991,100,8,0,0,0,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T05:00:00,2.4,0.3,1.6,94.49,0.01,100,rain,0,0,16.9,7.1,132,991.1,100,6,0,0,0,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T06:00:00,2.4,-0.3,1.5,93.89,0,0,,0,0,16.1,9.3,91,991.2,39.8,12.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T07:00:00,2.5,0,2.2,98.39,0.01,100,rain,0,0,16.4,8.8,98,991.4,92.6,12.6,0,0,0,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T08:00:00,4.1,1.1,3.3,94.81,0.112,100,rain,0,0,20.7,12.1,122,992.1,100,9,121,0.4,1,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T09:00:00,5.2,3.3,4.9,97.46,0.019,100,rain,0,0,16.6,8.3,106,992.2,94,15.6,352,1.3,4,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T10:00:00,6.4,3.4,4.2,86.06,0.01,100,rain,0,0,28.4,15.3,122,992.2,90.3,15.6,116,0.4,1,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T11:00:00,6.9,3.1,4.2,82.99,0.078,100,rain,0,0,41,24.1,122,992.1,100,14.9,54,0.2,1,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T12:00:00,7,3.1,4.9,86.62,0.01,100,rain,0,0,39.3,24.9,122,992.1,100,14.9,107,0.4,1,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T13:00:00,7.7,3.9,4.3,79.38,0.2,100,rain,0,0,40.7,25.4,120,991.3,100,16.3,119,0.4,1,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T14:00:00,8.1,4.8,5.2,82.06,0.01,100,rain,0,0,41,22,120,991.1,100,12,109,0.4,1,,"Rain, Overcast",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T15:00:00,7.9,4,4.4,78.29,0,0,,0,0,47.9,28.8,120,990.5,100,18.2,310,1.1,3,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T16:00:00,7.1,3,5,86.65,0,0,,0,0,44.6,26.9,114,990.5,91.3,18.2,30,0.1,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T17:00:00,6.9,3.4,4.4,83.83,0,0,,0,0,36.1,21.2,130,991.1,100,26.5,18,0.1,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T18:00:00,6,2.9,3.4,83.74,0.521,100,rain,0,0,34.3,15.4,140,992.1,34.2,29.8,0,0,0,,"Rain, Partially cloudy",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T19:00:00,5.2,2.5,2.6,83.34,0,0,,0,0,24,11.8,134,992.4,12.9,26.5,0,0,0,,Clear,clear-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T20:00:00,5.3,2,3.5,88.22,0,0,,0,0,31,15.3,132,993.2,36.3,28.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T21:00:00,5.2,2.4,3.1,86.49,0,0,,0,0,22.1,12.2,140,993.3,17.7,28.1,0,0,0,,Clear,clear-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T22:00:00,5.3,2,2.6,82.54,0,0,,0,0,30.1,16,150,994,62,26.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-02T23:00:00,4.3,1.5,1.6,82.48,0,0,,0,0,22.2,11.8,162,994.3,45.5,23.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T00:00:00,3.3,0.6,1.2,85.67,0,0,,0,0,20.3,10.5,174,995.1,17.7,18.2,0,0,0,,Clear,clear-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T01:00:00,2.4,0.1,0.4,87.08,0,0,,0,0,16.9,8,142,995.4,49.2,15.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T02:00:00,2.5,0.2,1.2,91.64,0,0,,0,0,18.1,7.8,180,996,98.1,14,0,0,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T03:00:00,3,1.2,1.7,91.48,0,0,,0,0,13.6,6.6,192,996.2,87,13,0,0,0,,Partially cloudy,partly-cloudy-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T04:00:00,3.1,3.1,1.8,90.74,0,0,,0,0,12.1,4.5,170,997,100,12,0,0,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T05:00:00,3.8,1.9,1.8,86.32,0,0,,0,0,13.9,7.6,182,997.3,100,12,0,0,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T06:00:00,3.3,3.3,1,84.9,0,0,,0,0,12.2,4.5,204,998.2,100,13,0,0,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T07:00:00,3.2,1.9,1,85.64,0,0,,0,0,11.6,5.2,194,999.2,100,13,0,0,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T08:00:00,3,3,1.1,87.08,0,0,,0,0,7.7,4.2,164,1000,0,9,79,0.3,1,,Clear,clear-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T09:00:00,4.1,3,2.7,90.44,0,0,,0,0,6.3,5.2,215,1001.1,0,10.7,146,0.5,1,,Clear,clear-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T10:00:00,5.1,5.1,2,80.62,0,0,,0,0,6.9,4.1,190,1001.2,0,14,183,0.7,2,,Clear,clear-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T11:00:00,6.1,6.1,2.7,78.69,0,0,,0,0,9.7,4.6,133,1002,0,12.6,272,1,3,,Clear,clear-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T12:00:00,6.8,6.8,2,71.61,0,0,,0,0,8.7,4.5,167,1002.2,45.5,14.6,257,0.9,3,,Partially cloudy,partly-cloudy-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T13:00:00,6.8,6.8,2.1,72.19,0,0,,0,0,8.8,4.5,189,1002.4,36.3,14.3,239,0.9,2,,Partially cloudy,partly-cloudy-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T14:00:00,7.6,7.6,2.8,71.6,0,0,,0,0,7.2,2.5,319,1003,25.8,15.9,176,0.6,2,,Partially cloudy,partly-cloudy-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T15:00:00,7,7,2.1,71.15,0,0,,0,0,8.4,4.4,227,1003.2,36.3,16.6,128,0.5,1,,Partially cloudy,partly-cloudy-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T16:00:00,6.9,6.9,2.1,71.84,0,0,,0,0,7,4,218,1004,56.6,15.9,65,0.2,1,,Partially cloudy,partly-cloudy-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T17:00:00,6.7,6.7,2.2,73.09,0,0,,0,0,7.4,3.2,141,1004.3,41.6,14.3,38,0.1,0,,Partially cloudy,partly-cloudy-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T18:00:00,5.8,5.8,3,81.75,0,0,,0,0,7.7,3.3,197,1005.1,100,10.3,0,0,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T19:00:00,5.1,5.1,3,86.65,0,0,,0,0,7.5,4.8,189,1006.1,100,7,0,0,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T20:00:00,4.4,4.4,3,90.9,0,0,,0,0,6.5,4.1,188,1006.2,100,6,0,0,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T21:00:00,4.2,3,3,91.6,0,0,,0,0,7.8,5.5,248,1007,100,5,0,0,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T22:00:00,3.3,3.3,2.2,92.33,0,0,,0,0,5.9,3.8,116,1007.1,100,4,0,0,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-03T23:00:00,3.1,3.1,2,92.75,0,0,,0,0,3.8,1.3,319,1007.2,100,3,0,0,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T00:00:00,2.3,2.3,1.3,92.96,0,0,,0,0,4.8,2.4,265,1008,56.6,2,0,0,0,,Partially cloudy,partly-cloudy-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T01:00:00,0.7,0.7,-0.3,93.29,0,0,,0,0,6.9,3.3,54,1008.1,25.1,0,0,0,0,,Partially cloudy,partly-cloudy-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T02:00:00,0.4,0.4,-0.5,93.3,0,0,,0,0,4.6,2.3,330,1008,23.2,0,0,0,0,,Partially cloudy,partly-cloudy-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T03:00:00,-0.6,-0.6,-1.4,94.06,0,0,,0,0,4.4,3.2,228,1008.2,23,0,0,0,0,,Partially cloudy,partly-cloudy-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T04:00:00,-0.7,-0.7,-1.5,94.25,0,0,,0,0,3.7,2.9,277,1008.3,40.7,0,0,0,0,,Partially cloudy,partly-cloudy-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T05:00:00,-1.4,-1.4,-1.7,97.92,0,0,,0,0,3.7,0.9,307,1009.1,72.7,0,0,0,0,,Partially cloudy,partly-cloudy-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T06:00:00,-1.5,-1.5,-2.2,94.8,0,0,,0,0,5.4,2.6,276,1009.2,81.4,0,0,0,0,,Partially cloudy,partly-cloudy-night,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T07:00:00,-2.3,-2.3,-2.6,98.21,0,0,,0,0,3.4,1.1,322,1009.4,81.4,0,12,0,0,,Partially cloudy,partly-cloudy-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T08:00:00,-1.2,-1.2,-1.4,98.81,0,0,,0,0,3.3,1.6,248,1010,38,3,125,0.5,1,,Partially cloudy,partly-cloudy-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T09:00:00,1.8,1.8,1.6,98.61,0.078,100,"rain,snow",0,0,4.7,0.9,314,1009.4,17.7,4,271,1,3,,"Snow, Rain",rain,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T10:00:00,4.4,4.4,3.8,95.61,0,0,,0,0,5,2.1,99,1009.4,0,5,384,1.4,4,,Clear,clear-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T11:00:00,7.1,6.1,4.9,85.71,0,0,,0,0,12.3,6.1,101,1009.3,0,10.3,443,1.6,4,,Clear,clear-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T12:00:00,9.9,7.7,2.4,59.55,0,0,,0,0,22,16,131,1009.1,38,21.5,475,1.7,5,,Partially cloudy,partly-cloudy-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T13:00:00,10,7.7,2.4,59.14,0,0,,0,0,28.9,17,140,1008.5,0,23.2,485,1.7,5,,Clear,clear-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T14:00:00,9.7,7,3.2,63.58,0,0,,0,0,31.2,21.3,114,1008.2,70,21.5,127,0.5,1,,Partially cloudy,partly-cloudy-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T15:00:00,8.8,6,3.1,67.69,0,0,,0,0,33.1,19,130,1007.4,25.7,18.2,204,0.7,2,,Partially cloudy,partly-cloudy-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T16:00:00,8,4.8,3.3,72.18,0,0,,0,0,33.5,21,130,1007.3,0,19.9,86,0.3,1,,Clear,clear-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T17:00:00,7.7,4.9,4.1,77.89,0,0,,0,0,30.5,16.6,120,1007.2,10.3,14.9,21,0.1,0,,Clear,clear-day,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T18:00:00,7,3.8,4.3,82.95,0,0,,0,0,29.3,18.4,120,1007.2,100,14.9,0,0,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T19:00:00,7.1,3.7,5,86.5,0,0,,0,0,30.6,20.5,120,1007.4,52.6,24.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03292099999,03396199999,03373599999,D8791,03382099999,03281099999,EGNJ"
hornsea,2024-03-04T20:00:00,7.6,4.3,5,83.77,0,0,,0,0,34,20.4,128,1007.4,89.4,18.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03292099999,03373599999,D8791,03384099999,03382099999,03281099999,EGNJ"
hornsea,2024-03-04T21:00:00,7.7,4.6,4.4,79.54,0,0,,0,0,34,19.2,140,1007.4,100,18.2,0,0,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
hornsea,2024-03-04T22:00:00,7.7,5.1,3.5,74.8,0,0,,0,0,31.1,15.2,142,1007.4,100,18.2,0,0,0,,Overcast,cloudy,"03292099999,EGXV,D8791,03384099999,03382099999,03281099999"
